person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
100912,Guy Parmelin,"1,2",Lower House,75341,Switzerland,Guy,Parmelin,,,1959-01-01,Male,0.0,Bursins (VD),Switzerland,Married,0.0,"Self-employed: farmer, fisherman",,,,,,75937,French,,,"90630,75932",English|Germanic languages,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,,,,agronomy,agronomy,,,"Higher education, non university",,,,Master Farmer Winegrower,"https://www.parlament.ch/en/biografie?CouncillorId=1108
https://www.admin.ch/gov/en/start/departments/department-of-defence-civil-protection-sport-ddps.html",80911,Swiss People's Party SVP,No,No,Member,Former president of the cantonal party,,Party organization/administration,Executive,Federal Council,defence,"Department für Verteidigung und Bevölkerungsschutz|The Federal Department of Defence, Civil Protection and Sport (DDPS)",2007-01-01,,3,,84.0,,0,,"Cabinet, Minister",,,,2003.0,0,,,,0,,,,,,,0,,,,0,,3,2007-01-01
25397,Meles Zenawi,1,,25333,Ethiopia,Meles,Zenawi,,,1955-01-01,Male,0.0,"Adwa, Tigray, Ethiopia",,Married,3.0,,,,,,,25572,Tigrinya,Assumed,,25570,Amharic,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,economics / business / management|medicine,economics / business / management,medicine,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,25389,Ethiopian People's Revolutionary Democratic Front,No,Apex,,Chairman,No,Party organization/administration,Executive,Prime Minister,,,1995-01-01,,3,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,3,1995-01-01
120245,lsmaïl Omar Guelleh,"1,2",,115265,Djibouti,lsmaïl Omar,Guelleh,,,1947-01-01,Male,1.0,Dire Dawa,Ethiopia,Married,4.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Guelleh,Assumed,115283,Afar,Assumed,,"115285,115284",Arabic|French,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,other,other,,,Secondary,,,,Koranic School,"From www.notablebiographies.com

President of Djibouti
Born November 27, 1947, in Ethiopia; son of Omar Guelleh and Moumina Rirache; married; children: four.

Addresses: Office â€”Office of the President, La Presidence BP 6, Djibouti, Republic of Djibouti.

Began career as a civil servant with the French colonial administration of Djibouti, 1968, and rose to become a police inspector by 1970; worked as an independence activist for Lingue Populaire Africaine pour l'independence (LPAI), a pro-independence political group, after 1975; launched pro-independence newspaper, Djibouti Today , and served as a foreign delegate representing the LPAI cause until 1977; served as chief of staff to President Hassan Gouled Aptidon, c. 1977-99; elected president of Djibouti, 1999; reelected, 2005.

Sidelights
First elected to office in 1999, Guelleh was reelected to another six-year term, but was the sole candidate in the election.

Born in 1947, Guelleh originally hails from Dire-Dawa, a city in Ethiopia. He was born into the Mamassans clan of the Issa, who are also known as Somali and are an indigenous group of the Horn of Africa, as the area surrounding Djibouti is called. 

In his youth, Guelleh attended a traditional Islamic school, and entered the civil service in 1968, when it was still under French colonial administration. He rose to the position of police inspector, but quit in 1975 to join the independence movement. Djibouti's push for self-rule was organized around the Lingue Populaire Africaine pour l'independence (African People's League for Independence, or LPAI), which was headed by his uncle, Hassan Gouled Aptidon. Guelleh worked for the LPAI, ran his own pro-independence newspaper, and even traveled abroad to advocate for Djibouti's independence. When that occurred, Aptidon became president, and Guelleh served as his chief of staff for the next 22 years. He also had special responsibility for overseeing the domestic-security forces.

By 1979, LPAI had evolved into a political party, the Rassemblement Populaire pour le ProgrÃ¨s (Peoples' Rally for Progress, or RPP), and Guelleh held positions within the party as well as his other posts in the government. But the earliest years of independence in Djibouti were marked by hostilities, with the majority Issa gravitating toward the RPP, which dominated the country. 

Guelleh took on an increasing list of duties for his uncle, who was 81 years old when he won reelection again in 1997, as the president's health declined. He was named his successor when Aptidon formally stepped down in 1999, and Guelleh bested opponent Idris Moussa Ahmed in a presidential election called that year. 

Sources

Books

Worldmark Encyclopedia of the Nations: World Leaders , Gale, 2003.

Periodicals

Africa News Service, September 28, 2000; January 16, 2002; December 9, 2004; March 30, 2005.

Asia Africa Intelligence Wire, March 24, 2003; January 24, 2005; March 24, 2005.

Europe Intelligence Wire, January 11, 2003.

Online

""Djibouti leader wins one-man poll, "" BBC News, http://news.bbc.co.uk/2/hi/africa/4421515.stm (October 21, 2005).

""U.S. Department of State Country Report on Human Rights Practices 2004â€”Djibouti, "" United Nations High Commissioner for Refugees, http://www.unhcr.ch/cgi-bin/texis/vtx/ print?tbl=RSDCOI&id=4226d96a11 (October 24, 2005).

â€” Carol Brennan

",117504,People's Rally for Progress (RPP),No,Apex,President,Président,No,Political advisor,Executive,President of the Republic,,,1999-01-01,,3,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,3,1999-01-01
35195,Angela Merkel,"1,2",Lower House,27578,Germany,Angela,Merkel,,,1954-01-01,Female,0.0,Hamburg,Germany,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,27656,German,,,27659,Russian,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,,,,biology / chemistry / physics,biology / chemistry / physics,,,Ph.D.,,0.0,1.0,,"https://www.bundeskanzlerin.de/Webs/BKin/EN/AngelaMerkel/Biography/biography_node.html;jsessionid=36E8C96CBC3BFC562B6D4DDDDBE6443B.s6t2
https://www.bundestag.de/blob/196158/ab33bfb0c1b93ab39528ee0f2a2a5925/kapitel_05_07_partei-_und_fraktionsvorsitzende-data.pdf",27581,Christian Democratic Union (CDU)/ Christian Social Union (CSU),No,Apex,chairwoman of the CDU Germany,Vorsitzende der CDU Deutschland,No,Party organization/administration,Executive,Chancellor,,,2017-01-01,,3,,,,0,,Party leader,Chairwoman,,2018-01-01,,18,,,,0,,Member of Parliament,,,2017-01-01,,7,,,,284942,Vorpommern- Ru®gen - Vorpommern-Greifswald I,3,2017-01-01
265562,Ismail Omar Guelleh,,,115265,Djibouti,Ismail Omar,Guelleh,,,,Male,,Dire Dawa,Ethiopia,Married,4.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",Military official,,,Guelleh,,115282,Somali,Assumed,,"115285,115284",Arabic|French,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,,,,,Secondary,,0.0,,,,0,,,,,,,,Executive,President of Djibouti,,,1999-01-01,,3,,,,0,,Party leader,"President, People's Rally for Progress",,2003-01-01,,0,,,,0,,,,,,,0,,,,0,,3,1999-01-01
17178,Boyko Borissov,"1,2",,13241,Bulgaria,Boyko,Borissov,,,1959-01-01,Male,0.0,"Bankya, Sofia, Bulgaria",Bulgaria,Divorced,1.0,Employed: other white-collar worker,,,,,Assumed,16402,Bulgarian,Assumed,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,engineering,engineering,,,Ph.D.,,0.0,1.0,,,17158,Citizens for European Development of Bulgaria (GERB),No,Apex,Chairman,,,Political movement,Executive,Prime Minister,PM or equivalent,,2017-01-01,,3,,,,0,,Party leader,Chairperson,,2006-01-01,,11,,,,0,,,,,,,0,,,,0,,3,2017-01-01
6864,Igor Nikolayevich Smirnov,1,,6356,"Moldova, Republic of",Igor Nikolayevich,Smirnov,,,1941-01-01,Male,1.0,"Petropavlovsk-Kamchyatsk, USSR",Russian Federation,Married,2.0,Employed: blue-collar worker,Full-time interest group official (trade union),,,,,6358,Russian,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,,,,engineering,engineering,,,University / college,,1.0,1.0,Construction Engineer,"Smirnov is the unchallenged leader of the self-proclaimed and unrecognized region of Transnistria (East Moldova), which is supported by Russia. He's been its president since 1991.",0,,No,Top ten,,,,Party organization/administration,Executive,President of Transnistria,,,2006-01-01,,3,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,3,2006-01-01
45627,Islam A. Karimov,1,,8827,Uzbekistan,Islam,A. Karimov,,,1938-01-01,,0.0,Samarkand,,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,35078,Uzbek,,,10261,Russian,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,,,,economics / business / management|engineering,economics / business / management,engineering,,Ph.D.,,0.0,0.0,economics,"karimov's bibliography information was taken from :
http://mansurovs.com/Umid/Main/Uzbekistan/President/president.html",0,,No,Apex,,,,,Executive,The President of the Republic of Uzbekistan,,,1990-01-01,,3,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,3,1990-01-01
8564,Aleksander Grigoryevich Lukashenko,"1,2",,8183,Belarus,Aleksander Grigoryevich,Lukashenko,,,1954-01-01,Male,0.0,"Kopys, Vitebsk oblast",Belarus,Married,3.0,Other,,,,,,9293,Belarusian,Assumed,,9291,Russian,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,,,,economics / business / management|social sciences,economics / business / management,social sciences,,University / college,,0.0,1.0,,,0,,Yes,,,,,Previous MP,Executive,President ,,,1994-01-01,,3,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,3,1994-01-01
81811,Hsien Loong Lee,"1,2",,80854,Singapore,Hsien Loong,Lee,,,1952-01-01,Male,0.0,Singapore,Singapore,Married,4.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Lee,Assumed,"81002,81604",Chinese|English,Assumed,,81008,Malay,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,,,,mathematics / computer science|social sciences,mathematics / computer science,social sciences,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Public Administration,http://www.cabinet.gov.sg/content/cabinet/appointments/mr_lee_hsien_loong.html,81015,People's Action Party,No,Apex,Secretary-General,,No,Party organization/administration,Executive,Prime Minister,,,2004-01-01,,3,,,,283732,Ang Mo Kio,Member of Parliament,,,2015-01-01,,7,,117.0,0.0,0,,Party leader,Secretary-General,,2004-01-01,,0,,,,0,,3,2004-01-01
139443,Ranil Wickremesinghe,"1,2",,87982,Sri Lanka,Ranil,Wickremesinghe,,,1949-01-01,Male,0.0,Colombo,Sri Lanka,Married,,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,87984,Sinhala; Sinhalese,,,89201,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,law,law,,,University / college,,,,,"http://ranilwickremesinghe.com/personal-profile/
https://www.parliament.lk/en/members-of-parliament/directory-of-members/viewMember/1244
http://ranilwickremesinghe.com/personal-profile/",0,,,,,,,,Executive,Prime Minister,economy,National Policies and Economic Affairs,2015-01-01,,3,,,,283769,colombo,Party leader,Leader,,1994-01-01,2015.0,0,,,,0,,Member of Parliament,,,2015-01-01,,7,,,,0,,3,2015-01-01
85737,Mikheil Saakashvili,1,,9497,Georgia,Mikheil,Saakashvili,,,2011-01-01,Male,0.0,"Tbilisi, Georgia",,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,19497,Georgian,,,"85347,85405,19498",English|French|Russian,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Low,,17568,United National Movement,No,Apex,Head of party,პარტიის თავმჯდომარე,No,Party organization/administration,Executive,President of Georgia,,,2004-01-01,,2,,,,0,,Party leader,Chairman ,,2001-01-01,,0,,,,0,,,,,,,0,,,,0,,2,2004-01-01
137609,Navinchandra Ramgoolam,1,,134516,Mauritius,Navinchandra,Ramgoolam,,,1947-07-14,Male,0.0,Port Louis,,Married,,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,"134526,134524",English|French,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,medicine,medicine,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Law,,134531,Mauritian Labour Party (MLP),No,Apex,,,Yes,Party organization/administration,Member of Parliament,,defence,"Défense, Intérieur, Communications externes et Rod...",2010-01-01,,5,,,,0,,Executive,Prime Minister,,2010-01-01,,2,,,,0,,"Cabinet, Minister",,,2010-01-01,,2,,,,0,,2,2010-01-01
83121,Levon Ter-Petrosyan,"1,2",,7099,Armenia,Levon,Ter-Petrosyan,,,1945-01-01,Male,1.0,Aleppo City,Syrian Arab Republic,Married,1.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,Assumed,7129,Armenian,Assumed,,74341,Russian,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,,,,humanities,humanities,,,Ph.D.,,1.0,1.0, Oriental Studies,"From 1972 to1978 Ter-Petrossian worked at the Manuk Abeghyan Institute of Literature as a junior researcher. From 1978 to1985 he held the position of Scientific Secretary at the Matenadaran (Mashtots Institute of Ancient Manuscripts) and from 1985 onwards was a Senior Researcher there. He is fluent in Armenian, Russian, French, English, German, and Arabic as well as several dead languages. He has authored over 70 scientific research papers which have been published in Armenian, French, and Russian, dealing with Armenian medieval translated literature and Armenian-Assyrian cultural linkages. His exhaustive two-volume historical-political study of the Cilician Armenian period entitled, The Crusaders and the Armenians (published in 2005 and 2007), paves a new direction in the scientific study of history and serves as a new methodology for the study of Armenian history. In 2006, a collection of Ter-Petrossian's speeches, articles, and interviews on politics and political science was published, entitled Selected Works.

Levon Ter-Petrossian was made a member of the USSR Orientalists' Association in 1985, the Armenian Writers' Union in 1988, the French Asiatic Society in1989, and the Mkhitarian Academy of Venice in 1991. He has been awarded Honorary Doctorate degrees from the University of La Verne in 1990, the University of Sofia in 1994, the Sorbonne in 1996, and the University of Strasbourg in1996.

Levon Ter-Petrossian is the founding president of the Republic of Armenia and a politician and statesman who enjoys wide international recognition. His political activity began in the 1960's; he was arrested in 1966 and detained for one week for participating in an April 24th demonstration. Beginning in February 1988, Ter-Petrossian led the local Karabakh Committee at the Matenadaran and in May of that year he joined the Karabakh Committee of Armenia, becoming one of its most authoritative and influential members. He presented a program of action in a series of public addresses in which he offered insightful analysis of the current situation and potential future developments. On December 10, 1988, he and other Committee members were arrested and spent six months in Moscow's Matroska Prison.

During the years of the Karabakh movement, Ter-Petrossian penned over 100 political leaflets which were distributed on behalf of the Karabakh Committee and the Armenian National Movement as well as decisions which were adopted by the Supreme Council of the Armenian SSR thanks to the pressure brought to bear by the Committee. He was elected a deputy to the Supreme Soviet of the Armenian SSR in 1989 and a member of the Presidium in July 1990. In May 1990 he was reelected deputy to the Supreme Soviet and on August 4 of the same year he was elected Chairman of the Supreme Soviet of the Armenian SSR. On October 16, 1991 he was elected President of the Republic of Armenia with an overwhelming majority of votes (83.4%). He was reelected President on September 22, 1996. From 1991 to1995, along with Babken Ararktsyan, he chaired the Constitutional Committee of the Supreme Council and drafted a constitution that was adopted on July 5, 1995 in a nationwide referendum.
",0,,No,Top ten,,,,Political movement,Party leader,<<Cahirman of Armenian National Congress>> party,,,1991-01-01,,0,,,,0,,Executive, President of the Republic of Armenia,,1991-01-01,,2,,,,0,,Assembly leader,Chairman of Suprime Council of RA,,,,0,,,,0,,2,1991-01-01
133188,James Wani Igga,1,Lower House,133009,"Sudan, South",James Wani,Igga,,,1939-01-01,Male,0.0,"Rokon, Central Equatoria State","Sudan, South",Married,,Military official,,,,Bari,,133147,Bari|Bari,Assumed,Bari,133145,Zande (Azande),,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,economics / business / management,economics / business / management,,,Ph.D.,,0.0,0.0,,Not available,133151,Sudan People's Liberation Movement (SPLM),No,Top ten,Second Vice Chairman,,,Political movement,Executive,Vice President,,,2005-01-01,,2,,,,0,,Member of Parliament,,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,2,2005-01-01
9953,Mahmoud Ahmadinejad,1,,6470,"Iran, Islamic Republic of",Mahmoud,Ahmadinejad,,,1956-01-01,Male,0.0,"Aradan, Garmsar , Semnan province",,Married,2.0,Education: university professor,,,,,,9202,"Persian|Persian (Semnani, Sangesari)",,"Persian (Semnani, Sangesari)",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,engineering,engineering,,,Ph.D.,,0.0,0.0,,"Aahmadinejad is the sixth and current President of the Islamic Republic of Iran.

http://www.president.ir/en/

http://en.wikipedia.org/wiki/Mahmoud_Ahmadinejad
",12229,Society for Devotees of the Islamic Revolution,No,Top ten,Member of Central Council,Ozviat dar Shorai Markazi,No,Party organization/administration,Executive,Alliance of Builders of Islamic Iran,,,2009-01-01,,2,,,,0,,Party leader,leader of Alliance of Builders of Islamic Iran,,2003-01-01,,0,,,,0,,,,,,,0,,,,0,,2,2009-01-01
12865,Sheikh Hasina Wazed,"1,2",,9984,Bangladesh,Sheikh Hasina,Wazed,,,1947-01-01,Female,0.0,"Tungipara, Gopalganj",Bangladesh,Widowed,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,16769,Bengali,Assumed,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,law,law,,,Ph.D.,,1.0,1.0,Doctor of Law,"She obtains several honorary doctoral degrees (see CV) in different fields. 

http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2116",11815,Bangladesh Awami League,No,Apex,President,,,Party organization/administration,Executive,"Prime Minister, People's Republic of Bangladesh",PM or equivalent,Minister of Defence; Cabinet Division; Armed Forces Division,2009-01-01,,2,,,,0,,Member of Parliament,Party Leader of BAL,defence,,,5,,,,251356,gopalganj-3,"Cabinet, Minister",,,,2014.0,0,,,,0,,2,2009-01-01
